author,datasets_cited,num_datasets
"Sai Kalyan Ranga Singanamalla, Chin‐Teng Lin","nm000132,on007052,on007056,on007069,on007096,on007139",6
"Ken Shirakawa, Yoshihiro Nagano, Misato Tanaka, Shuntaro Aoki, Y. Muraki, Kei Majima, Yukiyasu Kamitani",nm000133,1
"Shu-Qi Zhu, Ziyi Ye, Qingyao Ai, Yiqun Liu",nm000133,1
"Xueye Zheng, Ling Wang, Kanghao Chen, Yuanhuiyi Lyu, Jiazhou Zhou, Lin Wang",nm000133,1
"Jonathan Xu, Si Kai Lee, Wangshu Jiang",nm000133,1
"Jonathan Xu, Ugo Bruzadin Nunes, Wangshu Jiang, Samuel Ryther, Jordan Pringle, Paul S. Scotti, Arnaud Delorme, Reese Kneeland",nm000134,1
"Kai Keng Ang, Zheng Yang Chin, Chuanchu Wang, Cuntai Guan, Haihong Zhang","nm000135,nm000139,nm000143",3
"Yousef Rezaei Tabar, Uğur Halıcı",nm000135,1
"Na Lu, Tengfei Li, Xiaodong Ren, Hongyu Miao",nm000135,1
"Mahnaz Arvaneh, Cuntai Guan, Kai Keng Ang, Chai Hiok Quek","nm000135,nm000139,nm000143",3
"Anatole Lécuyer, Fabien Lotte, Richard B. Reilly, R. Leeb, Michitaka Hirose, Mel Slater",nm000135,1
"Kavitha P. Thomas, Cuntai Guan, Chiew Tong Lau, A. P. Vinod, Kai Keng Ang","nm000135,nm000143",2
"Dandan Huang, Kai Guo Qian, Ding-Yu Fei, Wenchuan Jia, Xuedong Chen, Ou Bai",nm000135,1
"Kai Keng Ang, Cuntai Guan, Karen Sui Geok Chua, Beng Ti Ang, Christopher KUAH, Chuanchu Wang, Kok Soon Phua, Zheng Yang Chin, Haihong Zhang",nm000135,1
"David Marshall, Damien Coyle, Shane Wilson, Michael Callaghan",nm000135,1
"Kai Keng Ang, Zheng Yang Chin, Haihong Zhang, Cuntai Guan","nm000135,nm000143",2
"Baoguo Xu, Zhang Li, Aiguo Song, Changcheng Wu, Wenlong Li, Dalin Zhang, Guozheng Xu, Huijun Li, Hong Tao Zeng",nm000135,1
"Laurent Bonnet, Fabien Lotte, Anatole Lécuyer",nm000135,1
"Gernot R Muller-Putz, Robert Leeb, Michael Tangermann, Johannes Höhne, Andrea Kübler, Febo Cincotti, Donatella Mattia, Rüdiger Rupp, Klaus‐Robert Müller, José del R. Millán",nm000135,1
"Yu Zhang, Guoxu Zhou, Qibin Zhao, Jing Jin, Xingyu Wang, Andrzej S Cichocki",nm000135,1
"Kwon-Woo Ha, Jin-Woo Jeong",nm000135,1
"Nuocheng Ji, Liang Ma, Hui Dong, Xuejun Zhang",nm000135,1
"Kosei Nakayashiki, Midori Saeki, Yohei Takata, Yoshikatsu Hayashi, Toshiyuki Kondo",nm000135,1
"Christian Paret, Noam Goldway, Catharina Zich, Jackob Nimrod Keynan, Talma Hendler, David E.J. Linden, Kathrin Cohen Kadosh",nm000135,1
"Hyeon Kyu Lee, Young-Seok Choi",nm000135,1
"Eoin M. Thomas, Matthew Dyson, Maureen Clerc",nm000135,1
"Mehrnaz Kh. Hazrati, Abbas Erfanian",nm000135,1
"Ricardo Ron-Angevín, Antonio Díaz Estrella",nm000135,1
"Lie Yang, Yonghao Song, Ke Ma, Longhan Xie",nm000135,1
"Aline Roc, Léa Pillette, Jelena Mladenović, Camille Benaroch, Bernard N’Kaoua, Camille Jeunet, Fabien Lotte","nm000135,nm000144,nm000149",3
"Piotr Wierzgała, Dariusz Zapała, Grzegorz M. Wójcik, Jolanta Masiak",nm000135,1
"Trieu Phat Luu, Yongtian He, Samuel M. Brown, Sho Nakagome, José L. Contreras-Vidal",nm000135,1
"Siyi Deng, Ramesh Srinivasan, Tom Lappas, Michael D’Zmura",nm000135,1
Wei‐Yen Hsu,nm000135,1
"Filip Škola, Simona Tinková, Fotis Liarokapis",nm000135,1
"Qingqing Zheng, Fengyuan Zhu, Pheng‐Ann Heng","nm000135,nm000143",2
"Robert Leeb, Claudia Keinrath, Doron A. Friedman, Christoph Guger, Reinhold Scherer, Christa Neuper, Maia Garau, Angus Antley, Anthony J. Steed, Mel Slater, Gert Pfurtscheller",nm000135,1
"Minkyu Ahn, Sangtae Ahn, Jun Hee Hong, Hohyun Cho, Kiwoong Kim, Bong Soo Kim, Jin Woo Chang, Sung Chan Jun",nm000135,1
"Christa Neuper, Gert Pfurtscheller",nm000135,1
"Robert Leeb, Marcel Lancelle, Vera Kaiser, Dieter W. Fellner, Gert Pfurtscheller",nm000135,1
"Jing Luo, Zuren Feng, Jun Zhang, Na Lu","nm000135,nm000139",2
"Jing Luo, Xing Gao, Xiaobei Zhu, Bin Wang, Na Lu, Jie Wang","nm000135,nm000139",2
"Xiaoguang Liu, Shicheng Xiong, Xiaodong Wang, Tie Liang, Hongrui Wang, Xiuling Liu",nm000135,1
"Damien Coyle, Jhonatan Garcia, Abdul R Satti, T.M. McGinnity",nm000135,1
"Josef Faller, Gernot R Muller-Putz, Dieter Schmalstieg, Gert Pfurtscheller",nm000135,1
"Dandan Huang, Peter Lin, Ding-Yu Fei, Xuedong Chen, Ou Bai",nm000135,1
"Vangelis P. Oikonomou, Kostas Georgiadis, George Liaros, Spiros Nikolopoulos, Ioannis Yiannis Kompatsiaris",nm000135,1
"Maouia Bentlemsan, ET-Tahir Zemouri, Djamel Bouchaffra, Bahia Yahya-Zoubir, Karim Ferroudji",nm000135,1
Damien Coyle,nm000135,1
"Teodoro Solis‐Escalante, Gernot R Muller-Putz, Clemens Brunner, Vera Kaiser, Gert Pfurtscheller",nm000135,1
"Yuexing Han, Bing Wang, Jie Luo, Long Li, Xiaolong Li",nm000135,1
"Yasunari Hashimoto, Junichi Ushiba, Akio Kimura, Meigen Liu, Yutaka Tomita",nm000135,1
"Fabien Lotte, Aurélien van Langhenhove, Fabrice Lamarche, Thomas Ernest, Yann Renard, Bruno Arnaldi, Anatole Lécuyer",nm000135,1
"Victoria Peterson, Dominik Wyser, Olivier Lambercy, Ruben Daniel Spies, Roger Gassert",nm000135,1
"Emmanuele Tidoni, Mohammad Abu-Alqumsan, Daniele Leonardis, Christoph Kapeller, Gabriele Fusco, Cristoph Guger, Christoph Hintermüller, Angelika Peer, Antonio Frisoli, Franco Tecchia, Massimo Bergamasco, Salvatore Maria Aglioti",nm000135,1
"Jun Qu, Fei Wang, Zhenping Xia, Tianyou Yu, Jing Xiao, Zhuliang Yu, Zhenghui Gu, Yuanqing Li",nm000135,1
"Sandra Mara Torres Müller, Teodiano Bastos-Filho, Mário Sarcinelli-Filho",nm000135,1
"Emmanuele Tidoni, Pierre Gergondet, Abderrahmane Kheddar, Salvatore Maria Aglioti",nm000135,1
"Yang An, Hak‐Keung Lam, Sai Ho Ling",nm000137,1
"Peiyin Chen, He Wang, Xinlin Sun, Haoyu Li, Celso Grebogi, Zhongke Gao",nm000137,1
"Tat’y Mwata-Velu, José Ruiz-Pinales, Horacio Rostro‐González, Mario-Alberto Ibarra-Manzano, Jorge M. Cruz‐Duarte, Juan Gabriel Avina‐Cervantes",nm000137,1
"Guangyao Dou, Zheng Zhou, Xiaodong Qu",nm000137,1
"Mürşide Değirmenci, Yılmaz Kemal Yüce, Matjaž Perc, Yalçın İşler",nm000137,1
"Tat’y Mwata-Velu, Juan Gabriel Avina‐Cervantes, José Ruiz-Pinales, Tomas Alberto Garcia-Calva, Erick-Alejandro González-Barbosa, Juan B. Hurtado‐Ramos, José‐Joel González‐Barbosa",nm000137,1
"Francisco M. García-Moreno, María Bermúdez-Edo, José Luis García Garrido, María José Rodríguez‐Fórtiz",nm000137,1
"Tat’y Mwata-Velu, Juan Gabriel Avina‐Cervantes, Jorge M. Cruz‐Duarte, Horacio Rostro‐González, José Ruiz-Pinales",nm000137,1
"Thi Duyen Ngo, Hai-Dang Kieu, Minh Hoa Nguyễn, The Hoang-Anh Nguyen, Văn Mão Cấn, Nguyen Ba Hung, Thanh Ha Le",nm000137,1
"Juan Vazquez-Rodriguez, Grégoire Lefebvre, Julien Cumin, James L. Crowley",nm000137,1
"Zheng Zhou, Guangyao Dou, Xiaodong Qu",nm000137,1
"Kun Yang, Runan Li, Jing Xu, Li Zhu, Wanzeng Kong, Jianhai Zhang",nm000137,1
"YU Jian-li, Zhu Liang Yu",nm000137,1
"Seyyed Bahram Borgheai, Alyssa Hillary Zisk, John McLinden, James McIntyre, Reza Sadjadi, Yalda Shahriari",nm000137,1
"Youhao Wang, Jingjing Luo, Yuzhu Guo, Qiang Du, Qiying Cheng, Hongbo Wang",nm000137,1
"Masaki Kato, Suguru Kanoga, Takayuki Hoshino, Tadanori Fukami",nm000137,1
"Olawunmi George, Sarthak Dabas, Abdur Sikder, Roger O. Smith, Praveen Madiraju, Nasim Yahyasoltani, Sheikh Iqbal Ahamed",nm000137,1
"Yucun Zhong, Lin Yao, Gang Pan, Yueming Wang",nm000137,1
"Biplov Paneru, Biplov Paneru, Bipul Thapa, Bishwash Paneru, Bishwash Paneru, Sanjog Chhetri Sapkota",nm000137,1
"Khairul Anam, Saiful Bukhori, Faruq Sandi Hanggara, Mahardhika Pratama",nm000137,1
"Khairul Anam, Mohammad Nuh, Adel Ali Al-Jumaily",nm000137,1
"Zhuozheng Wang, Yunlong Wang",nm000137,1
"Tomasz Kocejko, Nikodem Matuszkiewicz, Piotr Durawa, Aleksander Madajczak, Jakub M. Kwiatkowski",nm000137,1
"Xiaodong Qu, Timothy J. Hickey",nm000137,1
"Çağatay Murat Yılmaz, Bahar Hatipoğlu Yılmaz",nm000137,1
"Olivier Rosanne, Alcyr Alves de Oliveira, Tiago Henrique Falk",nm000137,1
"Tat’y Mwata-Velu, Edson Niyonsaba-Sebigunda, Juan Gabriel Avina‐Cervantes, José Ruiz-Pinales, Narcisse Velu-A-Gulenga, Adán Antonio Alonso-Ramírez",nm000137,1
"Hanina N Zahra, Hasballah Zakaria, Beni Rio Hermanto",nm000137,1
"Haneen Alsuradi, Arshiya Khattak, Ali Fakhry, Mohamad A. Eid",nm000137,1
"Yijia Wu, Yanjing Mao, Kaiqiang Feng, Donglai Wei, Liang Song","nm000137,on004816,on004817",3
"Mario Ignacio Chacon-Murguia, Eduardo Rivas-Posada",nm000137,1
"Rand Kasim Almajidy, Soheil Mottaghi, Asmaa Abbas Ajwad, Yacine Boudria, Kunal Mankodiya, Walter G. Besio, Ulrich Hofmann",nm000137,1
"Neil Joshua Limbaga, Kevin Luis T. Mallari, Nathan Richward O. Yeung, Jose Claro Monje",nm000137,1
"R N Azizah, Hasballah Zakaria, Beni Rio Hermanto",nm000137,1
"Guodong Chen, Hayden S. Helm, Kate Lytvynets, Weiwei Yang, Carey E. Priebe",nm000137,1
"Žofia Rohutná, Radoslav Vargic",nm000137,1
"Benjamin J Choi, G. Milsap, Clara A. Scholl, Francesco Tenore, Mattson Ogg",nm000137,1
"Mürşide Değirmenci, Yılmaz Kemal Yüce, Yalçın İşler",nm000137,1
"Tamás Majoros, Stefan Oniga",nm000137,1
"Tat’y Mwata-Velu, José Ruiz-Pinales, Juan Gabriel Avina‐Cervantes, José‐Joel González‐Barbosa, Jose Luis Contreras-Hernandez",nm000137,1
"Meiyan Xu, Jie Jiao, Duo Chen, Yi Ding, Qingqing Chen, Ji-Peng Wu, Peipei Gu, Yi-Jie Pan, Xueping Peng, Naian Xiao, Bo-Kai Yang, Qiyuan Li, Jiayang Guo",nm000137,1
Benjamin J Choi,nm000137,1
"Tao Liu, Ziwei Wang, Sadia Shakil, Raymond Kai‐Yu Tong","nm000137,nm000158,nm000167",3
"Siavash Sakhavi, Cuntai Guan, Shuicheng Yan",nm000139,1
"Yijun Wang, Xiaogang Chen, Xiaorong Gao, Shangkai Gao",nm000139,1
"Vinay B. Jayaram, Morteza Alamgir, Yasemin Altün, Bernhard Schölkopf, Moritz Grosse‐Wentrup",nm000139,1
"Qijie Zou, Junxiao Wang, Bing Gao, Xiuli Du",nm000139,1
"Jing Jin, Yangyang Miao, Ian P. Daly, Cili Zuo, Dewen Hu, Andrzej S Cichocki","nm000139,nm000145",2
"Jaeyoung Shin, Alexander von Lühmann, Benjamin Blankertz, Do-Won Kim, Jichai Jeong, Han‐Jeong Hwang, Klaus‐Robert Müller",nm000139,1
"Seung-Hyeon Oh, Yu‐Ri Lee, Hyoung-Nam Kim",nm000139,1
"Ce Zhang, Young‐Keun Kim, Azim Eskandarian",nm000139,1
"Wojciech Samek, Carmen Vidaurre, Klaus‐Robert Müller, Motoaki Kawanabe","nm000139,nm000143,nm000145",3
"Amirhossein S. Aghaei, Mohammad Shahin Mahanta, Konstantinos N. Plataniotis",nm000139,1
"Christian MÃ ⁄ hl, Camille Jeunet, Fabien Lotte",nm000139,1
"Lianghua He, Die Hu, Meng Wan, Ying Wen, Karen M. von Deneen, MengChu Zhou","nm000139,nm000143",2
"Kai Keng Ang, Cuntai Guan",nm000139,1
"Jing Jin, Chang Liu, Ian P. Daly, Yangyang Miao, Shurui Li, Xingyu Wang, Andrzej S Cichocki",nm000139,1
"Yangyang Miao, Jing Jin, Ian P. Daly, Cili Zuo, Xingyu Wang, Andrzej S Cichocki, Tzyy‐Ping Jung",nm000139,1
"Hesam Varsehi, Mohammad Firoozabadi",nm000139,1
"Nitesh Singh Malan, Shiru Sharma","nm000139,nm000145",2
"Ajay Kumar Maddirala, Rafi Ahamed Shaik",nm000139,1
"Haider Raza, Hubert Cecotti, Yuhua Li, Girijesh Prasad",nm000139,1
"Xiaying Wang, Michael Hersche, Batuhan Tömekçe, Burak Kaya, Michele Magno, Luca Benini",nm000139,1
"Haider Raza, Dheeraj Rathee, Shang‐Ming Zhou, Hubert Cecotti, Girijesh Prasad",nm000139,1
"Javier Andreu-Pérez, Fan Cao, Hani Hagras, Guang‐Zhong Yang","nm000139,nm000140",2
"Mouad Riyad, Mohammed Khalil, Abdellah Adib",nm000139,1
"Xuyang Zhu, Peiyang Li, Cunbo Li, Dezhong Yao, Rui Zhang, Peng Xu",nm000139,1
"Emmanuel Kalunga, Sylvain Chevallier, Quentin Barthélemy, Karim Djouani, Éric Monacelli, Yskandar Hamam",nm000139,1
"Sanjay Kumar, H. Hannah Inbarani",nm000139,1
"Wing-kin Tam, Tong Wu, Qi Zhao, Edward W. Keefer, Zhi Qiang Yang",nm000139,1
"Seung-Bo Lee, Hyun-Ji Kim, Hakseung Kim, Ji-Hoon Jeong, Seong–Whan Lee, Dong‐Joo Kim",nm000139,1
"Anirban Chowdhury, Yogesh Kumar Meena, Haider Raza, Braj Bhushan, Ashwani Kumar Uttam, Nirmal Pandey, Adnan Ariz Hashmi, Alok Bajpai, Ashish Dutta, Girijesh Prasad",nm000139,1
"Daniel Freer, Guang‐Zhong Yang",nm000139,1
"Demetres Kostas, Frank Rudzicz",nm000139,1
"Ikhtiyor Majidov, Taeg Keun Whangbo",nm000139,1
"Chang Liu, Jing Jin, Ian P. Daly, Shurui Li, Hao Sun, Yitao Huang, Xingyu Wang, Andrzej S Cichocki",nm000139,1
"Qingsong Ai, Anqi Chen, Kun Chen, Quan Liu, Tichao Zhou, Sijin Xin, Ze Ji",nm000139,1
"Tian-jian Luo, Ya-chao Fan, Lifei Chen, Gongde Guo, Changle Zhou",nm000139,1
"Hua Fang, Jing Jin, Ian Daly, Xingyu Wang",nm000139,1
"Biao Sun, Xing Zhao, Han Zhang, Ruifeng Bai, Ting Li",nm000139,1
"Rami Alazrai, Motaz Abuhijleh, Hisham Alwanni, Mohammad I. Daoud",nm000139,1
"Xiuling Liu, Yonglong Shen, Jing Liu, Jianli Yang, Peng Xiong, Feng Lin",nm000139,1
"Fabien Lotte, Florian Larrue, Christian Mühl",nm000140,1
"Alexis Ortiz-Rosario, Hojjat Adeli",nm000140,1
"Ian Daly, Reinhold Scherer, Martin Billinger, Gernot Müller-Putz",nm000140,1
"Robert Leeb, Serafeim Perdikis, Luca Tonin, Andrea Biasiucci, Michele Tavella, Marco Creatura, Alberto García‐Molina, Abdul Al-Khodairy, Tom Carlson, José del R. Millán",nm000140,1
"Andreas Schwarz, Patrick Ofner, Joana Pereira, Andreea Ioana Sburlea, Gernot R Muller-Putz",nm000140,1
"Siuly Siuly, Hua Wang, Yanchun Zhang",nm000140,1
"David Steyrl, Reinhold Scherer, Josef Faller, Gernot Müller-Putz",nm000140,1
"Teng Ma, Hui Li, Lili Deng, Hao Yang, Xulin Lv, Peiyang Li, Fali Li, Rui Zhang, Tiejun Liu, Dezhong Yao, Peng Xu",nm000140,1
"Serafeim Perdikis, José del R. Millán",nm000140,1
"Gernot Müller-Putz, Andreas Schwarz, Joana Pereira, Patrick Ofner",nm000140,1
"Ian P. Daly, Martin Billinger, Reinhold Scherer, Gernot R Muller-Putz",nm000140,1
"Gernot Müller-Putz, Christoph Pokorny, Daniela Klobassa, Petar Horki",nm000140,1
"Kun Xia, Lingfei Deng, Wlodzislaw Duch, Dongrui Wu",nm000140,1
"Haijun Shan, Haojie Xu, Shanan Zhu, Bin He",nm000140,1
"Germán Rodríguez-Bermúdez, Pedro J. García-Laencina, Joaquín Roca‐Dorda",nm000140,1
"Minsu Song, Jonghyun Kim",nm000140,1
"Xiaokang Shu, Shugeng Chen, Jianjun Meng, Lin Yao, Xinjun Sheng, Jie Jia, Dario Farina, Xiangyang Zhu",nm000140,1
"Andreas Pinegger, Josef Faller, Sebastian Halder, Selina Christin Wriessnegger, Gernot R Muller-Putz",nm000140,1
"Josef Faller, Reinhold Scherer, Úrsula Costa, Eloy Opisso, Josep R. Medina, Gernot Müller-Putz",nm000140,1
"Omneya Attallah, Jaidaa Abougharbia, Mohamed E. Tamazin, A.A.A. Nasser",nm000140,1
"Joyce Chelangat Bore, Peiyang Li, Lin Jiang, Walid M. A. Ayedh, Chunli Chen, Dennis Joe Harmah, Dezhong Yao, Zehong Cao, Peng Xu",nm000140,1
"Cili Zuo, Jing Jin, Erwei Yin, Rami Saab, Yangyang Miao, Xingyu Wang, Dewen Hu, Andrzej S Cichocki",nm000140,1
"Serafeim Perdikis, R. Leeb, José del R. Millán",nm000140,1
"Carmen Vidaurre, A. Ramos Murguialday, Stefan Haufe, Marisol Gómez, K. Robert Müller, Vadim V. Nikulin",nm000140,1
"Xue Jiang, Lubin Meng, Xinru Chen, Yifan Xu, Dongrui Wu",nm000140,1
"Jane E. Huggins, Christoph Guger, Brendan Z. Allison, Charles W. Anderson, Aaron P. Batista, Anne-Marie Brouwer, Clemens Brunner, Ricardo Chavarriaga, Melanie B. Fried-Oken, Aysegul Gunduz, Disha Gupta, Andrea Kübler, Robert Leeb, Fabien Lotte, Lee E. Miller, Gernot R Muller-Putz, Tomasz M. Rutkowski, Michael Tangermann, David E. Thompson",nm000140,1
"Catharina Zich, Stefan Debener, Maarten De Vos, Stella Frerichs, Stefanie Maurer, Cornelia Kranczioch",nm000140,1
"Gert Pfurtscheller, Teodoro Solis‐Escalante, Robert J. Barry, Daniela Sabine Klobassa, Christa Neuper, Gernot R Muller-Putz",nm000140,1
"Victoria Peterson, Nicolás Nieto, Dominik Wyser, Olivier Lambercy, Roger Gassert, Diego Humberto Milone, Ruben Daniel Spies",nm000140,1
"Yong Liang, Yu Ma",nm000140,1
"Amjad Abu-Rmileh, Eyal Zakkay, Lior Shmuelof, Oren Shriki",nm000140,1
"Reinhold Scherer, Gunter Moitzi, Ian P. Daly, Gernot R Muller-Putz",nm000140,1
"Josef Faller, Reinhold Scherer, Elisabeth V. C. Friedrich, Úrsula Costa, Eloy Opisso, Josep R. Medina, Gernot R. MÃ¼ller-Putz",nm000140,1
"Ian P. Daly, Josef Faller, Reinhold Scherer, Catherine M. Sweeney‐Reed, Slawomir J. Nasuto, Martin Billinger, Gernot R. MÃ¼ller-Putz",nm000140,1
"Jane E. Huggins, C. Guger, Brendan Allison, C. Anderson, A. Batista, A. Brouwer, C. Brunner, Ricardo Chavarriaga, M. Fried-Oken, Aysegul Gunduz, D. Gupta, A. Kübler, R. Leeb, F. Lotte, L. Miller, G. Müller-Putz, Tomasz Rutkowski, M. Tangermann, David E. Thompson",nm000140,1
"Lincong Pan, Kun Wang, Lichao Xu, Xinwei Sun, Weibo Yi, Minpeng Xu, Dong Ming","nm000140,nm000144,nm000145",3
"Tianwang Jia, Lubin Meng, Siyang Li, Jiajing Liu, Dongrui Wu",nm000140,1
"Denis Delisle-Rodríguez, Leticia Silva, Teodiano Bastos-Filho",nm000140,1
"Phairot Autthasan, Rattanaphon Chaisaen, Huy Phan, Maarten De Vos, Theerawit Wilaiprasitporn",nm000140,1
"Nataliya Kosmyna, Franck Tarpin-Bernard, Bertrand Rivet",nm000140,1
"Xu Duan, Songyun Xie, Xinzhou Xie, Klaus Obermayer, Yujie Cui, Zhenzhen Wang",nm000140,1
"Valeria Mondini, Anna Lisa Mangia, Angelo Cappello",nm000140,1
"Chayanin Tangwiriyasakul, Victor Mocioiu, Michel J. A. M. van Putten, Wim Rutten",nm000140,1
"Xingchen Li, Xianlun Tang, Sichao Qiu, Xin Deng, Huiming Wang, Yin Tian",nm000140,1
"Jonas C. Ditz, Andreas Schwarz, Gernot R Muller-Putz",nm000140,1
"Jose Diogo Cunha, Serafeim Perdikis, Sebastian Halder, Reinhold Scherer",nm000140,1
"Maitreyee Wairagkar, Yoshikatsu Hayashi, Slawomir J. Nasuto","nm000140,nm000141",2
"Reinhold Scherer, Andreas Schwarz, Gernot Müller-Putz, Viktoria Pammer‐Schindler, Mariano Lloria García","nm000140,nm000144",2
"Juho Lee, Jin Woo Choi, Sungho Jo",nm000140,1
"Xiaotong Lu, Peng Ding, Siyu Li, Anmin Gong, Lei Zhao, Qian Qian, Lei Su, Yunfa Fu",nm000140,1
"Andreas Schwarz, Joana Pereira, Lydia Lindner, Gernot R Muller-Putz",nm000140,1
"Reinhold Scherer, Andreas Schwarz, Gernot R Muller-Putz, Viktoria Pammer‐Schindler, Mariano Lloria García","nm000140,nm000144",2
"Hesam Sagha, Serafeim Perdikis, José del R. Millán, Ricardo Chavarriaga",nm000140,1
"Nahal Shahini, Zeinab Bahrami, Sobhan Sheykhivand, Saba Marandi, Morad Danishvar, Sebelan Danishvar, Yousef Roosta",nm000141,1
"Jung‐Hyun Park, Ho-Sang Moon, Hyunggun Kim, Sung-Taek Chung",nm000141,1
Debanjan Borthakur,nm000141,1
"Runlin Dong, Xiaodong Zhang, Zhengzheng Zhou, Wenyu Zha, Aibin Zhu",nm000141,1
"Arhant Jain, Krishna Gurugubelli, Anil Kumar Vuppala, Kavita Vemuri",nm000141,1
"Paula Godinho Rodrigues, A. Fim-Neto, João Ricardo Sato, Diogo Coutinho Soriano, Slawomir J. Nasuto",nm000141,1
P. G. Rodrigues,nm000141,1
"Jingfeng Bi, Ming Chu, Gang Wang, Xiao-Shan Gao",nm000142,1
"Dávid Gulyás, Mads Jochumsen","nm000142,nm000149",2
"Zhi-Bo Fu, Kam-Pang So, Xiaoli Wu, Arthit Khotsaenlee, S. Wong, Chung Tin, R.H.M. Chan",nm000142,1
"Vanessa Frei, Pablo Mainar, Thomas Fritz, Jean-Michel Chardon, Nathalie Giroud",nm000142,1
"Danilo Avola, Giancarlo Crocetti, Gian Luca Foresti, Daniele Pannone, Claudio Piciarelli, Amedeo Ranaldi, Davide Vittucci",nm000142,1
"Junkai Huang, Weixuan Huang, Tsz Ching Rachel Lin, Pengpai Wang, Chuanliang Han, Chi Man Wong, Paul Heinrich Bethge, Jeffrey Shaw, Rosa H. M. Chan",nm000142,1
"Aoi Yoshida, Hikaru Sato, Siu Kang, Bunnoshin Ishikawa, Tadanori Fukami",nm000142,1
"Tanuja Jayas, Adarsh A, Vivek Bs, Shivam Gupta, Kartik Muralidharan, Arpan Pal, Jayvardhana Gubbi",nm000142,1
"Benjamin Blankertz, Ryota Tomioka, Steven Lemm, Motoaki Kawanabe, Klaus‐Robert Müller",nm000143,1
"Benjamin Blankertz, Guido Dornhege, Matthias Krauledat, Klaus‐Robert Müller, Gabriel Curio",nm000143,1
"Ali Bashashati, Mehrdad Fatourechi, Rabab Kreidieh Ward, Gary E. Birch",nm000143,1
"Benjamin Blankertz, Claudia Sannelli, Sebastian Halder, Eva Maria Hammer, Andrea Kübler, Klaus‐Robert Müller, Gabriel Curio, Thorsten Dickhaus",nm000143,1
"Steven Lemm, Benjamin Blankertz, Thorsten Dickhaus, Klaus‐Robert Müller",nm000143,1
"Sam Lemm, Benjamin Blankertz, Gabriel Curio, K. Robert Müller",nm000143,1
"Mehrdad Fatourechi, Ali Bashashati, Rabab Kreidieh Ward, Gary E. Birch",nm000143,1
"Siamac Fazli, Jan Mehnert, Jens M. Steinbrink, Gabriel Curio, Arno Villringer, Klaus‐Robert Müller, Benjamin Blankertz",nm000143,1
"Carmen Vidaurre, Benjamin Blankertz",nm000143,1
"Klaus‐Robert Müller, Michael Tangermann, Guido Dornhege, Matthias Krauledat, Gabriel Curio, Benjamin Blankertz",nm000143,1
"Pradeep Shenoy, Matthias Krauledat, Benjamin Blankertz, Rajesh P. N. Rao, Klaus‐Robert Müller",nm000143,1
"Guido Dornhege, Benjamin Blankertz, Matthias Krauledat, Florian Losch, Gabriel Curio, K. Robert Müller",nm000143,1
"Moritz Grosse‐Wentrup, Martin Buss",nm000143,1
"Yijun Wang, Shangkai Gao, Xiaorong Gao",nm000143,1
"Benjamin Blankertz, Guido Dornhege, Matthias Krauledat, K. Robert Müller, Volker Kunzmann, Florian Losch, Gabriel Curio",nm000143,1
"Haiping Lu, How‐Lung Eng, Cuntai Guan, Konstantinos N. Plataniotis, A.N. Venetsanopoulos","nm000143,nm000145",2
"Muhammad Faisal Naeem, C. Brunner, R. Leeb, B. Graimann, Gert Pfurtscheller",nm000143,1
"Steven G. Mason, Ali Bashashati, Mehrdad Fatourechi, Karla Félix Navarro, Gary E. Birch",nm000143,1
"Jinyi Long, Yuanqing Li, Hongtao Wang, Tianyou Yu, Jiahui Pan, Feng Li",nm000143,1
"Jing Jin, Ruocheng Xiao, Ian P. Daly, Yangyang Miao, Xingyu Wang, Andrzej S Cichocki",nm000143,1
"Mahyar Hamedi, Sh-Hussain Salleh, Alias Mohd Noor",nm000143,1
"Shalu Chaudhary, Sachin Taran, Varun Bajaj, Abdulkadir Şengür",nm000143,1
"Wojciech Samek, Frank C. Meinecke, Klaus‐Robert Müller",nm000143,1
"Benjamin Blankertz, Motoaki Kawanabe, Ryota Tomioka, Friederike U. Hohlefeld, V. Nikulin, K. -r. Müller",nm000143,1
"Clemens Brunner, Muhammad Faisal Naeem, Robert Leeb, Bernhard Graimann, Gert Pfurtscheller",nm000143,1
"Weibo Yi, Shuang Qiu, Hongzhi Qi, Lixin Zhang, Baikun Wan, Dong Ming",nm000143,1
"Ahmed M. Azab, Lyudmila S. Mihaylova, Kai Keng Ang, Mahnaz Arvaneh",nm000143,1
"Ryota Tomioka, Klaus‐Robert Müller",nm000143,1
"Muhammad Zeeshan Baig, Nauman Aslam, Hubert P. H. Shum, Li Zhang",nm000143,1
"Muhammad Zeeshan Baig, Nauman Aslam, Hubert P. H. Shum",nm000143,1
"Hiroshi Higashi, Toshihisa Tanaka",nm000143,1
"Xiang Liao, Dezhong Yao, Dan Wu, Chaoyi Li",nm000143,1
"Yijun Wang, Tzyy‐Ping Jung",nm000143,1
"Jiankui Feng, Erwei Yin, Jing Jin, Rami Saab, Ian P. Daly, Xingyu Wang, Dewen Hu, Andrzej S Cichocki","nm000143,nm000144",2
"Xinyang Yu, Pharino Chum, Kwee-Bo Sim",nm000143,1
"Yang Yu, Zongtan Zhou, Yadong Liu, Jun Jiang, Erwei Yin, Nannan Zhang, Zhihua Wang, Yaru Liu, Xingjie Wu, Dewen Hu",nm000143,1
"Eduardo López‐Larraz, Luis Montesano, Ãngel Gil-Agudo, Javier Mínguez",nm000143,1
