title,author,year,datasets_bridged,num_datasets
Rapid changes in brain activity during learning of grapheme-phoneme associations in adults,"Weiyong Xu, Orsolya Beatrix Kolozsvari, Robert Oostenveld, Jarmo Arvid Hämäläinen",2020,"nm000113,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000243,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on003352,on003392,on003498,on003703,on003876,on003922,on004012,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004473,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005406,on005494,on005594,on005624,on005810,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007262,on007358,on007454,on007523,on007524,on007895,on008701",142
NIRS-BIDS: Brain Imaging Data Structure Extended to Near-Infrared Spectroscopy,"Robert G. Luke, Robert Oostenveld, Helena M. Cockx, Guiomar Niso, Maureen J. Shader, Felipe Orihuela‐Espina, Hamish Innes-Brown, Stephen Tucker, David A. Boas, Meryem A. Yücel, Rémi Gau, Taylor Salo, Stefan Appelhoff, Christopher Johnson Markiewicz, David McAlpine, The BIDS Maintainers, Luca Pollonini",2025,"nm000110,nm000113,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000209,nm000210,nm000212,nm000215,nm000218,nm000219,nm000221,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000242,nm000243,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on003029,on003352,on003392,on003498,on003703,on003876,on003922,on004012,on004100,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005406,on005594,on005620,on005624,on005810,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007615,on007895,on008701",142
A robust method for parkinson's disease diagnosis: Combining electroencephalography signal features with reconstructed phase space images,"Farnaz Garehdaghi, Yashar Sarbaz",2024,"nm000110,nm000111,nm000113,nm000115,nm000120,nm000121,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000243,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003029,on003498,on003703,on003876,on004012,on004100,on004107,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004998,on005241,on005261,on005307,on005403,on005406,on005594,on005620,on005624,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008465,on008701",142
"fNIRS-BIDS, the Brain Imaging Data Structure Extended to Functional Near-Infrared Spectroscopy","Robert G. Luke, Robert Oostenveld, Helena M. Cockx, Guiomar Niso, Maureen J. Shader, Felipe Orihuela‐Espina, Hamish Innes-Brown, Stephen J. Tucker, David A. Boas, Rémi Gau, Taylor Salo, Stefan Appelhoff, Christopher Johnson Markiewicz, David McAlpine, bids maintainers, Luca Pollonini",2023,"nm000110,nm000113,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000209,nm000210,nm000212,nm000215,nm000218,nm000219,nm000221,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000242,nm000243,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on003029,on003352,on003392,on003498,on003703,on003876,on003922,on004012,on004100,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005406,on005594,on005620,on005624,on005810,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007615,on007895,on008701",142
Repurposing EEG monitoring of general anaesthesia for building biomarkers of brain ageing: An exploratory study,"David Sabbagh, Jérôme Cartailler, Cyril Touchard, Jona Joachim, Alexandre Mebazaa, Fabrice Vallée, Étienne Gayat, Alexandre Gramfort, Denis Alexander Engemann",2022,"nm000110,nm000113,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000243,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on003029,on003392,on003498,on003703,on003876,on004012,on004100,on004107,on004229,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005406,on005594,on005620,on005624,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008701",142
"Advances in human intracranial electroencephalography research, guidelines and good practices","Manuel R. Mercier, Anne‐Sophie Dubarry, François Tadel, Pietro Avanzini, Nikolai Axmacher, Dillan Cellier, Maria Del Vecchio, Liberty S. Hamilton, Dora Hermes, Michael J. Kahana, Robert Thomas Knight, Anaïs Llorens, Pierre Mégevand, Lucía Melloni, Kai Joshua Miller, Vitória Piai, Aina Puce, Nick F. Ramsey, Caspar M. Schwiedrzik, Sydney E. Smith, Arjen Stolk, Nicole C. Swann, Mariska J. Vansteensel, Bradley Voytek, Liang Wang, Jean-Philippe Lachaux, Robert Oostenveld",2022,"nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000132,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003029,on003392,on003498,on003703,on003876,on003922,on004012,on004100,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005169,on005241,on005261,on005307,on005403,on005494,on005594,on005620,on005624,on005810,on005857,on006035,on006126,on006386,on006629,on006720,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007615,on007895,on008701",142
Sustained neural representations of personally familiar people and places during cued recall,"Anna Corriveau, Alexis Kidder, Lina Teichmann, Susan G. Wardle, Chris Ian Baker",2022,"nm000113,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000243,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on003029,on003352,on003392,on003498,on003703,on003876,on003922,on004012,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005406,on005494,on005620,on005624,on005810,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007338,on007358,on007454,on007523,on007524,on007895,on008701",141
Abnormally low sensorimotor α band nonlinearity serves as an effective EEG biomarker of Parkinson’s disease,Tolga Esat Özkurt,2024,"nm000110,nm000111,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000243,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003029,on003498,on003703,on003876,on004012,on004100,on004107,on004229,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004998,on005241,on005307,on005403,on005406,on005594,on005620,on005624,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008465,on008701",141
Issues and recommendations from the OHBM COBIDAS MEEG committee for reproducible EEG and MEG research,"Cyril R Pernet, Marta Isabel Garrido, Alexandre Gramfort, Natasha M. Maurits, Christoph Martin Michel, Elizabeth W. Pang, Riitta H. Salmelin, Jan‐Mathijs Schoffelen, Pedro Antonio Valdes-Sosa, Aina Puce",2020,"nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003029,on003352,on003392,on003498,on003703,on003876,on003922,on004012,on004100,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005494,on005594,on005620,on005624,on005810,on005857,on006035,on006126,on006386,on006629,on006720,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007615,on007895,on008701",141
Lead-DBS v3.0: Mapping deep brain stimulation effects to local anatomy and global networks,"Clemens Neudorfer, Konstantin Butenko, Simón Oxenford, Nanditha Rajamani, Johannes Achtzehn, Lukas L. Goede, Barbara Hollunder, Ana Sofía Ríos, Lauren Hart, Jordy Tasserie, Kavisha B. Fernando, T. A. Khoa Nguyen, Bassam Al‐Fatly, Matteo Vissani, Michael David Fox, Robert Mark Richardson, Ursula van Rienen, Andrea A. Kühn, Andreas Husch, Enrico Opri, Till A. Dembek, Ningfei Li, Andreas L. Horn",2023,"nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003029,on003392,on003498,on003703,on003876,on003922,on004012,on004100,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005494,on005594,on005620,on005624,on005810,on005857,on006035,on006126,on006386,on006629,on006720,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007615,on007895,on008701",141
Ear-EEG sleep monitoring data sets,"Kaare B. Mikkelsen, Yousef Rezaei Tabar, Laura Birch, Simon L. Kappel, Christian Bech Christensen, Lars Dalskov Mosgaard, Marit Otto, Martin Christian Hemmsen, Mike Lind Rank, Preben Kidmose",2025,"nm000110,nm000113,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000191,nm000194,nm000197,nm000200,nm000201,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000243,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on003029,on003392,on003498,on003703,on003876,on003922,on004012,on004100,on004107,on004229,on004276,on004278,on004324,on004346,on004348,on004395,on004473,on004541,on004951,on004993,on004998,on005185,on005241,on005261,on005307,on005403,on005406,on005594,on005620,on005624,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008701",141
Multisensory correlation computations in the human brain identified by a time-resolved encoding model,"Jacques Pesnot Lerousseau, Cesare Parise, Marc O. Ernst, Virginie van Wassenhove",2022,"nm000113,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000145,nm000146,nm000148,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000243,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on003352,on003392,on003703,on003922,on004012,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005406,on005494,on005594,on005624,on005810,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007895,on008465,on008701",139
"PET-BIDS, an extension to the brain imaging data structure for positron emission tomography","Martin Agge Nørgaard, Granville James Matheson, Hanne Demant Hansen, Adam G. Thomas, Graham E. Searle, Gaia Rizzo, Mattia Veronese, Alessio Giacomel, Maqsood M. Yaqub, Mattéo Tonietto, Thomas Funck, Ashley Gillman, Hugo Boniface, Alexandre Routier, Jelle R. Dalenberg, Tobey J. Betthauser, Franklin W. Feingold, Christopher Johnson Markiewicz, Krzysztof J. Gorgolewski, Ross W. Blair, Stefan Appelhoff, Rémi Gau, Taylor Salo, Guiomar Niso, Cyril R Pernet, Christophe L. M. Phillips, Robert Oostenveld, Jean‐Dominique Gallezot, Richard E. Carson, Gitte M. Knudsen, Robert B. Innis, Melanie Ganz",2022,"nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003029,on003352,on003392,on003498,on003703,on003876,on003922,on004012,on004100,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005594,on005620,on005624,on005810,on005857,on006035,on006126,on006386,on006629,on006720,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008701",139
A decision support system for automated diagnosis of Parkinson’s disease from EEG using FAWT and entropy features,"Parikha Chawla, Shashi Bhushan Rana, Hardeep Kaur, Kuldeep Singh, Rajamanickam Yuvaraj, M. Murugappan",2022,"nm000110,nm000113,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000146,nm000148,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000243,nm000244,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003029,on003498,on003703,on003876,on004012,on004100,on004107,on004229,on004276,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005307,on005403,on005594,on005620,on005624,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008701",137
Effects of Electrical Stimulation on Activation of Mirror Neuron Network in Healthy Adults during Motor Execution and Imitation: An fNIRS Study,"Yao Cui, Fang Cong, Fubiao Huang, Ming Zeng, Jun Wang",2025,"nm000110,nm000113,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000242,nm000243,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on003029,on003392,on003498,on003876,on003922,on004012,on004100,on004107,on004278,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005406,on005494,on005620,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007338,on007358,on007454,on007615,on007895,on008465,on008701",137
Multi-expert consensus annotations of spontaneous and stimulation-induced seizures in stereotactic EEG,"William K.S. Ojemann, Daniel J. Zhou, Catherine V Kulick-Soper, Jacob Korzun, Joshua J. LaRocque, Caren Armstrong, Benjamin C Kennedy, Sudha K Kessler, Eric D. Marsh, Nishant Kumar Sinha, Brian Litt, Erin C. Conrad",2026,"nm000110,nm000113,nm000115,nm000120,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000140,nm000141,nm000142,nm000143,nm000146,nm000148,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000199,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000215,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000243,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on003029,on003352,on003392,on003498,on003703,on003876,on003922,on004012,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005406,on005494,on005594,on005620,on005624,on005811,on005857,on006035,on006126,on006386,on006629,on006720,on006839,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008701",137
"M3CV: A multi-subject, multi-session, and multi-task database for EEG-based biometrics challenge","Gan Huang, Zhenxing Hu, Weize Chen, Shaorong Zhang, Zhen Liang, Linling Li, Li Zhang, Zhiguo Zhang",2022,"nm000103,nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000132,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000153,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000216,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000311,nm000313,nm000321,nm000323,nm000329,nm000338,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on004324,on004395,on004541,on004951,on005307,on005403,on005406,on005505,on005506,on005507,on005508,on005511,on005515,on005594,on005620,on005857,on006126,on006386,on006840,on007052,on007056,on007058,on007069,on007096,on007137,on007139,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008465,on008701",136
